180,4.21
181,0.00
182,0.00
183,0.00
184,0.00
185,0.00
186,0.00
187,0.00
188,0.00
189,1.09
190,0.00
191,1.10
192,45.26
193,39.18
194,3.12
195,0.00
196,0.00
197,0.00
198,2.27
199,0.00
200,0.00
201,0.00
202,40.70
203,50.54
204,0.00
205,0.00
206,1.09
207,0.00
208,0.00
209,0.00
210,0.00
211,0.00
212,1.05
213,0.00
214,0.00
215,0.00
216,0.00
217,0.00
218,0.00
219,0.00
220,0.00
221,0.00
222,0.00
223,1.05
224,0.00
225,1.23
226,0.00
227,0.00
228,1.14
229,0.00
230,0.00
231,0.00
232,0.00
233,0.00
234,6.10
235,7.53
236,0.00
237,0.00
238,1.14
239,0.00
240,0.00
241,1.16
242,1.20
243,0.00
244,0.00
245,0.00
246,0.00
247,0.00
248,1.04
249,1.20
250,0.00
251,0.00
252,0.00
253,0.00
254,1.22
255,0.00
256,0.00
257,0.00
258,0.00
259,3.33
260,0.00
261,0.00
262,1.32
263,0.00
264,0.00
265,0.00
266,1.39
267,1.15
268,0.00
269,0.00
270,6.58
271,0.00
272,1.08
273,0.00
274,0.00
275,0.00
276,0.00
277,0.00
278,0.00
279,1.30
280,0.00
281,0.00
282,0.00
283,0.00
284,10.47
285,0.00
286,1.54
287,0.00
288,0.00
289,0.00
290,1.19
291,0.00
292,1.08
293,0.00
294,0.00
295,5.06
296,7.14
297,1.27
298,1.22
299,2.17
300,0.00
301,0.00
302,0.00
303,1.33
304,0.00
305,0.00
306,0.00
307,3.49
308,0.00
309,0.00
310,0.00
311,0.00
312,1.47
313,0.00
314,1.23
315,0.00
316,2.50
317,1.16
318,0.00
319,1.23
320,0.00
321,0.00
322,0.00
323,0.00
324,0.00
325,0.00
326,0.00
327,0.00
328,1.27
329,0.00
330,0.00
331,1.14
332,0.00
333,0.00
334,0.00
335,1.20
336,0.00
337,1.22
338,2.67
339,2.38
340,0.00
341,1.15
342,0.00
343,0.00
344,0.00
345,0.00
346,0.00
348,1.41
348,1.27
349,5.88
350,0.00
352,0.00
353,1.27
354,0.00
355,0.00
356,1.15
357,0.00
358,3.57
359,1.20
360,1.05
361,1.12
362,0.00
363,1.23
364,1.39
365,0.00
366,1.16
367,1.15
368,0.00
369,0.00
370,0.00
371,0.00
372,0.00
373,2.67
374,0.00
375,0.00
376,0.00
377,0.00
378,1.14
379,0.00
380,0.00
381,1.43
382,0.00
383,0.00
384,0.00
385,0.00
386,0.00
387,1.39
388,3.45
389,0.00
390,0.00
391,0.00
392,0.00
393,0.00
394,0.00
395,0.00
396,1.56
397,0.00
398,0.00
399,0.00
400,0.00
401,0.00
402,0.00
403,0.00
404,1.18
405,0.00
406,0.00
407,1.15
408,0.00
409,1.32
410,0.00
411,0.00
412,0.00
413,1.23
414,1.35
415,0.00
416,0.00
417,1.43
418,0.00
419,1.39
420,1.20
421,0.00
422,0.00
423,0.00
424,0.00
425,17.78
426,48.05
427,0.00
428,1.54
429,1.92
430,14.06
431,0.00
432,0.00
433,0.00
434,1.47
435,1.35
436,4.55
437,1.39
438,0.00
439,0.00
440,0.00
441,1.25
442,0.00
443,1.06
444,0.00
445,5.88
446,0.00
447,0.00
448,0.00
449,1.49
450,1.20
451,0.00
452,0.00
453,0.00
454,0.00
455,0.00
456,0.00
457,1.67
458,0.00
459,0.00
460,1.35
461,0.00
462,0.00
463,10.96
464,6.33
465,1.32
466,0.00
467,0.00
468,0.00
469,0.00
470,0.00
471,0.00
472,1.23
473,0.00
474,0.00
475,2.50
476,0.00
477,0.00
478,1.33
479,0.00
480,1.82
481,8.75
482,1.20
483,1.85
484,0.00
485,1.54
486,0.00
487,2.74
488,0.00
489,0.00
490,0.00
491,1.47
492,0.00
493,1.37
494,0.00
495,0.00
496,0.00
497,2.82
498,1.22
499,0.00
500,0.00
501,0.00
502,1.41
503,0.00
504,1.15
505,0.00
506,9.46
507,0.00
508,1.75
509,0.00
510,0.00
511,1.49
512,0.00
513,72.73
514,0.00
515,1.75
516,0.00
517,1.52
518,2.94
519,0.00
520,0.00
521,1.72
522,0.00
523,0.00
524,0.00
525,2.86
526,0.00
527,0.00
528,1.59
529,0.00
530,1.35
531,0.00
532,1.32
533,1.39
534,0.00
535,0.00
536,0.00
537,0.00
538,1.43
539,1.28
540,1.56
541,2.70
542,0.00
543,0.00
544,0.00
545,0.00
546,0.00
547,1.23
548,0.00
549,0.00
550,0.00
551,1.72
552,1.22
553,0.00
554,1.33
555,0.00
556,0.00
557,1.82
558,1.32
559,0.00
560,0.00
561,1.39
562,0.00
563,1.27
564,1.56
565,1.92
566,0.00
567,0.00
568,0.00
569,0.00
570,1.59
571,0.00
572,0.00
573,0.00
574,1.75
575,0.00
576,0.00
577,0.00
578,1.20
579,0.00
580,0.00
581,8.93
582,8.11
583,0.00
584,0.00
585,0.00
586,0.00
587,0.00
588,0.00
589,0.00
590,2.74
591,1.89
592,10.26
593,0.00
594,0.00
595,1.61
596,0.00
597,0.00
598,1.56
599,0.00
600,1.32
601,1.59
602,0.00
603,1.67
604,0.00
605,0.00
606,0.00
607,1.54
608,2.08
609,0.00
610,0.00
611,0.00
612,0.00
613,0.00
614,0.00
615,0.00
616,1.39
617,1.56
618,0.00
619,0.00
620,0.00
621,1.69
622,0.00
623,0.00
624,1.49
625,0.00
626,1.47
627,1.69
628,0.00
629,0.00
630,0.00
631,0.00
632,0.00
633,0.00
634,0.00
635,0.00
636,0.00
637,3.12
638,0.00
639,0.00
640,2.17
641,0.00
642,1.54
643,0.00
644,0.00
645,0.00
646,1.54
647,0.00
648,0.00
649,1.79
650,0.00
651,0.00
652,0.00
653,0.00
654,1.79
655,1.79
656,0.00
657,0.00
658,0.00
659,4.08
660,0.00
661,0.00
662,0.00
663,0.00
664,3.85
665,0.00
666,2.94
667,2.63
668,1.54
669,0.00
670,0.00
671,43.55
672,1.49
673,1.54
674,0.00
675,0.00
676,0.00
677,1.82
678,2.38
679,0.00
680,0.00
681,0.00
682,0.00
683,1.64
684,3.12
685,0.00
686,0.00
687,0.00
688,0.00
689,0.00
690,0.00
691,0.00
692,0.00
693,1.64
694,0.00
695,1.39
696,0.00
697,0.00
698,1.85
699,0.00
700,0.00
701,0.00
702,2.00
703,0.00
704,0.00
705,1.82
706,2.86
707,0.00
708,0.00
709,0.00
710,2.82
711,0.00
712,1.92
713,2.00
714,0.00
715,5.26
716,2.00
717,0.00
718,0.00
719,0.00
720,1.82
721,3.51
722,1.72
723,0.00
724,2.08
725,0.00
726,0.00
727,0.00
728,0.00
729,2.50
730,0.00
731,0.00
732,2.13
733,0.00
734,2.04
735,23.81
736,0.00
737,0.00
738,0.00
739,2.63
740,0.00
741,1.89
742,0.00
743,0.00
744,0.00
745,0.00
746,6.90
747,0.00
748,1.18
749,0.00
750,0.00
751,0.00
752,0.00
753,0.00
754,0.00
755,0.00
756,0.00
757,0.00
758,2.33
759,0.00
760,1.69
761,1.82
762,0.00
763,0.00
764,0.00
765,0.00
766,0.00
767,0.00
768,15.38
769,0.00
770,0.00
771,1.69
772,0.00
773,0.00
774,0.00
775,1.89
776,19.64
777,1.89
778,1.72
779,4.35
780,0.00
781,0.00
782,0.00
783,0.00
784,1.96
785,0.00
786,0.00
787,0.00
788,1.89
789,0.00
790,0.00
791,0.00
792,0.00
793,0.00
794,0.00
795,3.57
796,0.00
797,0.00
798,2.86
799,0.00
800,0.00
801,0.00
802,0.00
803,0.00
804,2.08
805,1.92
806,0.00
807,0.00
808,2.04
809,0.00
810,0.00
811,0.00
812,9.23
813,0.00
814,1.20
815,0.00
816,0.00
817,3.70
818,2.17
819,2.50
820,0.00
821,0.00
822,0.00
823,1.96
824,0.00
825,0.00
826,0.00
827,0.00
828,0.00
829,0.00
830,1.45
831,0.00
832,2.08
833,0.00
834,2.38
835,0.00
836,0.00
837,0.00
838,1.75
839,7.94
840,0.00
841,0.00
842,0.00
843,2.94
844,3.03
845,0.00
846,0.00
847,1.41
848,0.00
849,0.00
850,2.70
851,0.00
852,0.00
853,0.00
854,0.00
855,1.45
856,0.00
857,2.08
858,0.00
859,0.00
860,0.00
861,2.27
862,0.00
863,1.49
864,0.00
865,4.00
866,1.85
867,1.85
868,2.38
869,0.00
870,0.00
871,0.00
872,2.00
873,0.00
874,1.72
875,0.00
876,3.23
877,0.00
878,0.00
879,0.00
880,0.00
881,1.96
882,0.00
883,0.00
884,2.27
885,0.00
886,1.52
887,0.00
888,0.00
889,0.00
890,2.17
891,0.00
892,0.00
893,2.22
894,0.00
895,1.67
896,0.00
897,0.00
898,0.00
899,0.00
900,2.04
901,3.03
902,2.38
903,0.00
904,0.00
905,0.00
906,2.78
907,1.64
908,0.00
909,2.13
910,8.33
911,10.00
912,3.12
913,0.00
914,0.00
915,2.50
916,0.00
917,0.00
918,0.00
919,2.27
920,0.00
921,0.00
922,0.00
923,8.77
924,3.03
925,0.00
926,0.00
927,0.00
928,0.00
929,5.00
930,0.00
931,0.00
932,2.22
933,0.00
934,0.00
935,0.00
936,0.00
937,2.00
938,0.00
939,0.00
940,0.00
941,0.00
942,2.08
943,1.43
944,0.00
945,0.00
946,3.33
947,0.00
948,3.57
949,2.27
950,0.00
951,0.00
952,1.72
953,0.00
954,0.00
955,10.71
956,4.17
957,0.00
958,0.00
959,0.00
960,0.00
961,1.56
962,2.44
963,0.00
964,5.00
965,0.00
966,0.00
967,3.03
968,0.00
969,0.00
970,0.00
971,2.00
972,0.00
973,0.00
974,2.86
975,1.96
976,0.00
977,2.27
978,0.00
979,0.00
980,3.23
981,0.00
982,0.00
983,0.00
984,3.51
985,1.75
986,1.92
987,0.00
988,0.00
989,0.00
990,0.00
991,2.38
Average CPU-usage, over 991 samples: 1.48230070636
